datetime,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
2023-08-29 23:20:00,983.44,14.18,288.71,13.03,92.8,16.2,15.03,1.17,9.56,15.28,1185.44,0.67,1.03,231.6,0.0,0.0,0.0,0.0,0.0,27.35,442.0
2023-08-29 23:30:00,983.36,14.11,288.64,12.58,90.5,16.12,14.59,1.53,9.28,14.84,1185.83,1.44,2.05,244.0,0.0,0.0,0.0,0.0,0.0,27.32,432.7
2023-08-29 23:40:00,983.26,13.97,288.51,12.46,90.6,15.98,14.48,1.5,9.21,14.72,1186.34,1.72,2.65,252.6,0.0,0.0,0.0,0.0,0.0,27.3,432.4
2023-08-29 23:50:00,983.25,13.83,288.37,12.4,91.1,15.83,14.42,1.41,9.18,14.67,1186.93,1.58,2.36,247.0,0.0,0.0,0.0,0.0,0.0,27.27,433.7
2023-08-30 00:00:00,983.1,13.85,288.4,12.66,92.5,15.85,14.66,1.19,9.33,14.92,1186.56,0.92,1.48,233.0,0.0,0.0,0.0,0.0,0.0,27.2,438.7
2023-08-30 00:10:00,982.87,13.82,288.39,12.71,93.0,15.82,14.71,1.11,9.37,14.97,1186.38,0.65,1.22,233.7,0.0,0.0,0.0,0.0,0.0,27.15,443.5
2023-08-30 00:20:00,982.84,13.7,288.27,12.48,92.3,15.7,14.49,1.21,9.22,14.74,1186.94,0.51,1.39,220.2,0.0,0.0,0.0,0.0,0.0,27.09,437.6
2023-08-30 00:30:00,982.94,13.52,288.08,12.3,92.3,15.52,14.32,1.19,9.11,14.57,1187.89,1.31,1.8,231.4,0.0,0.0,0.0,0.0,0.0,26.99,435.4
2023-08-30 00:40:00,982.9,13.41,287.98,12.5,94.2,15.41,14.51,0.89,9.23,14.76,1188.21,1.35,1.76,233.1,0.0,0.0,0.0,0.0,0.0,26.89,441.6
2023-08-30 00:50:00,982.84,13.38,287.95,12.68,95.5,15.38,14.68,0.69,9.35,14.94,1188.18,0.97,1.65,219.4,0.0,0.0,0.0,0.0,0.0,26.77,445.6
2023-08-30 01:00:00,982.86,13.28,287.85,12.74,96.5,15.28,14.74,0.53,9.38,15.0,1188.59,0.5,1.61,248.0,0.0,0.0,0.0,0.0,0.0,26.63,449.5
2023-08-30 01:10:00,982.88,13.14,287.71,12.69,97.1,15.14,14.7,0.44,9.35,14.95,1189.22,0.25,0.62,11.89,0.0,0.0,0.0,0.0,0.0,26.5,451.4
2023-08-30 01:20:00,982.83,13.02,287.59,12.73,98.1,15.02,14.73,0.29,9.38,14.99,1189.64,0.67,1.23,188.0,0.0,0.0,0.0,0.0,0.0,26.36,454.2
2023-08-30 01:30:00,982.85,12.96,287.53,12.51,97.1,14.96,14.53,0.43,9.24,14.78,1190.01,0.94,1.74,214.0,0.0,0.0,0.0,0.0,0.0,26.22,447.6
2023-08-30 01:40:00,982.78,12.82,287.39,12.09,95.3,14.82,14.13,0.7,8.99,14.37,1190.69,1.98,2.91,244.4,0.0,0.0,0.0,0.0,0.0,26.09,438.3
2023-08-30 01:50:00,982.8,12.45,287.02,11.7,95.2,14.47,13.77,0.69,8.76,14.01,1192.42,2.17,3.15,246.6,0.0,0.0,0.0,0.0,0.0,25.95,433.8
2023-08-30 02:00:00,982.8,12.14,286.71,11.49,95.8,14.17,13.58,0.6,8.64,13.82,1193.8,1.74,3.01,237.0,0.0,0.0,0.0,0.0,0.0,25.79,431.8
2023-08-30 02:10:00,982.84,11.99,286.56,11.31,95.6,14.03,13.42,0.62,8.54,13.65,1194.56,1.02,2.01,215.5,0.0,0.0,0.0,0.0,0.0,25.61,434.4
2023-08-30 02:20:00,982.91,11.85,286.41,11.34,96.7,13.91,13.45,0.46,8.55,13.68,1195.21,1.56,2.3,234.3,0.0,0.0,0.0,0.0,0.0,25.44,436.2
2023-08-30 02:30:00,982.94,12.08,286.64,11.79,98.1,14.12,13.85,0.27,8.81,14.09,1194.1,0.83,1.3,215.1,0.0,0.0,0.0,0.0,0.0,25.27,442.9
2023-08-30 02:40:00,982.85,11.98,286.54,11.9,99.5,14.03,13.96,0.07,8.88,14.2,1194.36,0.8,1.32,240.1,0.0,0.0,0.0,0.0,0.0,25.12,450.5
2023-08-30 02:50:00,982.81,11.91,286.48,11.85,99.6,13.96,13.9,0.06,8.85,14.15,1194.63,0.9,1.34,212.8,0.0,0.0,0.0,0.0,0.0,25.01,449.3
2023-08-30 03:00:00,982.9,11.78,286.34,11.41,97.6,13.84,13.51,0.33,8.59,13.74,1195.47,0.71,1.53,205.7,0.0,0.0,0.0,0.0,0.0,24.91,443.7
2023-08-30 03:10:00,982.91,11.8,286.36,11.68,99.2,13.86,13.75,0.11,8.75,13.99,1195.28,0.86,1.81,203.5,0.0,0.0,0.0,0.0,0.0,24.83,448.3
2023-08-30 03:20:00,982.91,11.75,286.31,11.63,99.2,13.81,13.7,0.11,8.72,13.94,1195.52,0.96,1.26,209.9,0.0,0.0,0.0,0.0,0.0,24.76,449.7
2023-08-30 03:30:00,982.89,11.62,286.18,11.62,100.0,13.7,13.7,0.0,8.71,13.93,1196.04,0.95,1.27,217.8,0.0,0.0,0.0,0.0,0.0,24.69,452.2
2023-08-30 03:40:00,982.88,11.51,286.07,11.49,99.9,13.6,13.58,0.01,8.64,13.82,1196.54,1.07,1.36,222.4,0.0,0.0,0.0,0.0,0.0,24.62,450.0
2023-08-30 03:50:00,982.87,11.45,286.01,11.37,99.5,13.54,13.47,0.07,8.57,13.71,1196.83,1.06,1.64,209.7,0.0,0.0,0.0,0.0,0.0,24.54,447.9
2023-08-30 04:00:00,982.8,11.33,285.9,11.24,99.4,13.43,13.35,0.08,8.5,13.59,1197.31,1.31,1.97,210.4,0.0,0.0,0.0,0.0,0.0,24.46,448.6
2023-08-30 04:10:00,982.76,11.19,285.76,11.1,99.4,13.31,13.23,0.08,8.42,13.46,1197.91,1.27,1.77,219.8,0.0,0.0,0.0,0.0,0.0,24.39,447.5
2023-08-30 04:20:00,982.81,11.05,285.61,10.88,98.9,13.19,13.04,0.15,8.3,13.27,1198.64,0.96,1.38,202.4,0.0,0.0,0.0,0.0,0.0,24.31,443.8
2023-08-30 04:30:00,982.89,10.83,285.39,10.78,99.7,13.0,12.96,0.04,8.24,13.18,1199.71,1.02,1.7,198.5,0.0,0.0,0.0,0.0,0.0,24.23,450.9
2023-08-30 04:40:00,982.85,10.8,285.36,10.8,100.0,12.97,12.97,0.0,8.25,13.2,1199.78,0.98,1.51,210.0,0.0,0.0,0.0,0.0,0.0,24.14,456.8
2023-08-30 04:50:00,982.83,10.73,285.29,10.73,100.0,12.91,12.91,0.0,8.21,13.13,1200.08,1.06,1.36,209.6,0.0,0.0,0.0,0.0,0.0,24.07,461.9
2023-08-30 05:00:00,982.96,10.64,285.19,10.64,100.0,12.83,12.83,0.0,8.16,13.05,1200.66,1.3,1.59,217.3,0.0,0.0,0.0,0.0,0.0,24.0,463.7
2023-08-30 05:10:00,982.97,10.55,285.1,10.55,100.0,12.75,12.75,0.0,8.11,12.98,1201.09,1.04,1.55,217.0,0.0,0.0,0.0,0.0,1.67,23.94,464.2
2023-08-30 05:20:00,982.95,10.6,285.15,10.6,100.0,12.8,12.8,0.0,8.14,13.02,1200.83,0.55,1.2,191.8,0.0,0.0,0.0,3.36,5.32,23.89,463.0
2023-08-30 05:30:00,982.95,10.63,285.18,10.63,100.0,12.82,12.82,0.0,8.15,13.05,1200.69,0.83,1.64,180.8,0.0,0.0,1.67,8.53,12.69,23.85,463.1
2023-08-30 05:40:00,982.94,10.52,285.07,10.52,100.0,12.73,12.73,0.0,8.09,12.95,1201.19,0.74,1.79,203.6,0.0,0.0,7.22,18.86,26.14,23.79,465.6
2023-08-30 05:50:00,982.9,10.42,284.97,10.42,100.0,12.64,12.64,0.0,8.04,12.86,1201.6,1.0,1.52,206.7,0.0,0.0,17.72,33.73,39.64,23.75,469.4
2023-08-30 06:00:00,982.89,10.44,284.99,10.44,100.0,12.66,12.66,0.0,8.05,12.88,1201.5,0.87,1.55,180.1,0.0,0.0,20.53,45.48,53.53,23.72,467.1
2023-08-30 06:10:00,982.89,10.45,285.0,10.45,100.0,12.67,12.67,0.0,8.06,12.89,1201.45,1.23,2.02,165.9,0.0,0.0,31.97,70.23,87.42,23.71,467.0
2023-08-30 06:20:00,982.82,10.49,285.05,10.49,100.0,12.7,12.7,0.0,8.08,12.93,1201.18,1.27,1.75,180.3,0.0,0.0,56.35,107.66,127.43,23.71,465.8
2023-08-30 06:30:00,982.86,10.58,285.14,10.58,100.0,12.78,12.78,0.0,8.13,13.0,1200.81,1.18,1.66,194.9,0.0,0.0,94.84,166.9,219.07,23.75,466.4
2023-08-30 06:40:00,982.79,10.72,285.28,10.72,100.0,12.9,12.9,0.0,8.21,13.13,1200.08,1.35,2.07,202.5,0.0,0.0,139.9,228.57,282.95,23.83,468.7
2023-08-30 06:50:00,982.74,11.17,285.74,10.93,98.4,13.29,13.08,0.21,8.32,13.31,1198.03,1.18,2.03,169.2,0.0,0.0,173.03,273.6,298.35,23.95,468.0
2023-08-30 07:00:00,982.71,11.47,286.04,10.93,96.5,13.56,13.09,0.47,8.32,13.32,1196.73,1.54,2.1,171.9,0.0,0.0,106.1,200.47,258.68,24.15,469.0
2023-08-30 07:10:00,982.82,11.38,285.94,10.98,97.4,13.48,13.13,0.35,8.35,13.36,1197.23,1.35,2.24,183.9,0.0,0.0,101.67,207.2,221.51,24.39,469.0
2023-08-30 07:20:00,982.75,11.52,286.09,11.11,97.3,13.61,13.24,0.37,8.42,13.47,1196.5,1.17,2.17,170.3,0.0,0.0,121.4,241.83,256.37,24.6,467.9
2023-08-30 07:30:00,982.72,11.75,286.32,11.23,96.6,13.81,13.34,0.47,8.49,13.58,1195.45,0.97,1.7,171.4,0.0,0.0,143.75,283.47,584.47,24.8,468.0
2023-08-30 07:40:00,982.69,11.94,286.52,11.31,95.9,13.99,13.41,0.57,8.54,13.65,1194.58,1.05,1.93,173.4,0.0,0.0,162.11,307.72,597.15,25.01,466.1
2023-08-30 07:50:00,982.61,12.03,286.61,11.41,96.0,14.07,13.51,0.56,8.6,13.75,1194.06,1.41,2.01,211.6,0.0,0.0,262.96,478.65,755.54,25.25,464.2
2023-08-30 08:00:00,982.57,12.75,287.34,11.73,93.5,14.75,13.8,0.96,8.78,14.04,1190.88,1.2,2.05,209.2,0.0,0.0,453.46,766.97,864.61,25.56,463.2
2023-08-30 08:10:00,982.58,13.94,288.54,11.99,88.0,15.95,14.03,1.91,8.93,14.28,1185.84,1.23,1.73,180.1,0.0,0.0,418.82,751.3,915.14,26.04,460.0
2023-08-30 08:20:00,982.58,14.73,289.33,12.29,85.3,16.78,14.32,2.47,9.11,14.57,1182.46,1.15,1.96,191.8,0.0,0.0,417.27,754.68,886.5,26.7,457.5
2023-08-30 08:30:00,982.51,15.12,289.73,12.31,83.3,17.21,14.34,2.87,9.13,14.59,1180.77,1.38,2.37,171.0,0.0,0.0,466.1,859.59,918.34,27.46,454.1
2023-08-30 08:40:00,982.44,15.91,290.53,12.51,80.2,18.11,14.52,3.58,9.24,14.78,1177.37,1.26,2.72,144.9,0.0,0.0,477.03,899.89,924.35,28.25,448.0
2023-08-30 08:50:00,982.41,16.34,290.96,12.52,78.09,18.61,14.53,4.08,9.25,14.79,1175.58,1.77,3.2,146.3,0.0,0.0,470.91,907.59,1006.51,29.05,441.8
2023-08-30 09:00:00,982.37,16.74,291.37,12.66,76.83,19.09,14.67,4.42,9.34,14.93,1173.85,1.53,2.34,159.3,0.0,0.0,511.31,986.06,1095.1,29.81,435.8
2023-08-30 09:10:00,982.3,16.94,291.58,12.73,76.2,19.33,14.73,4.6,9.38,15.0,1172.93,1.6,3.06,148.4,0.0,0.0,589.64,1127.92,1159.33,30.5,431.3
2023-08-30 09:20:00,982.22,17.29,291.93,12.77,74.73,19.77,14.77,5.0,9.41,15.04,1171.4,1.96,3.09,137.8,0.0,0.0,621.96,1189.45,1218.45,31.15,429.1
2023-08-30 09:30:00,982.14,17.31,291.96,12.82,74.89,19.79,14.82,4.97,9.44,15.09,1171.2,1.8,3.19,114.6,0.0,0.0,645.35,1231.6,1311.63,31.81,426.3
2023-08-30 09:40:00,982.13,17.33,291.98,12.8,74.69,19.82,14.8,5.02,9.43,15.07,1171.12,2.42,3.8,117.1,0.0,0.0,722.23,1362.13,1396.59,32.44,423.5
2023-08-30 09:50:00,982.05,18.1,292.76,12.97,71.95,20.8,14.97,5.84,9.53,15.24,1167.85,1.98,3.36,146.5,0.0,0.0,539.0,1030.03,1343.25,33.0,419.6
2023-08-30 10:00:00,981.98,18.52,293.19,12.72,68.93,21.36,14.72,6.64,9.38,14.99,1166.2,1.15,2.4,120.5,0.0,0.0,436.51,848.19,1291.59,33.49,415.3
2023-08-30 10:10:00,981.92,18.17,292.84,12.01,67.27,20.89,14.06,6.84,8.95,14.31,1167.83,1.26,2.67,86.7,0.0,0.0,548.61,1041.82,1397.52,33.88,411.8
2023-08-30 10:20:00,981.96,18.8,293.47,12.22,65.56,21.74,14.25,7.49,9.08,14.51,1165.27,1.74,3.06,151.0,0.0,0.0,593.17,1132.24,1451.97,34.17,410.5
2023-08-30 10:30:00,981.91,19.22,293.9,12.06,63.2,22.31,14.1,8.21,8.98,14.36,1163.6,1.93,3.0,180.8,0.0,0.0,590.75,1116.13,1478.46,34.45,408.5
2023-08-30 10:40:00,981.88,19.02,293.7,11.58,62.0,22.04,13.66,8.37,8.7,13.91,1164.56,1.84,3.65,262.5,0.0,0.0,393.35,778.72,1456.16,34.71,405.9
2023-08-30 10:50:00,981.87,18.9,293.58,11.38,61.62,21.87,13.48,8.39,8.58,13.73,1165.11,1.5,3.01,268.1,0.0,0.0,678.21,1279.99,1531.02,34.89,406.1
2023-08-30 11:00:00,981.78,19.22,293.91,10.79,58.08,22.31,12.96,9.35,8.25,13.2,1163.96,2.12,3.78,189.5,0.0,0.0,704.62,1320.48,1537.94,35.03,406.8
2023-08-30 11:10:00,981.65,19.63,294.33,10.36,55.04,22.89,12.6,10.29,8.02,12.83,1162.34,2.75,4.46,190.2,0.0,0.0,783.35,1481.08,1524.75,35.2,406.3
2023-08-30 11:20:00,981.62,19.65,294.36,10.0,53.64,22.92,12.29,10.62,7.83,12.52,1162.36,2.57,4.74,220.9,0.0,30.0,677.73,1292.97,1516.48,35.36,406.6
2023-08-30 11:30:00,981.58,19.61,294.32,9.62,52.43,22.86,11.99,10.87,7.63,12.21,1162.61,2.07,4.05,217.8,0.0,0.0,642.96,1223.63,1671.75,35.5,406.7
2023-08-30 11:40:00,981.51,19.69,294.41,9.66,52.29,22.97,12.01,10.96,7.65,12.24,1162.2,3.47,5.24,192.6,0.0,0.0,782.8,1476.14,1797.31,35.61,406.6
2023-08-30 11:50:00,981.51,19.88,294.6,10.04,53.02,23.25,12.33,10.92,7.85,12.56,1161.3,3.04,4.58,200.9,0.0,0.0,895.4,1670.22,1818.62,35.67,406.0
2023-08-30 12:00:00,981.52,20.37,295.09,10.23,52.11,23.96,12.49,11.48,7.95,12.72,1159.3,2.21,3.71,223.9,0.0,0.0,498.6,948.56,1816.08,35.76,405.9
2023-08-30 12:10:00,981.5,19.95,294.67,10.01,52.68,23.35,12.3,11.05,7.83,12.53,1161.02,2.11,3.22,272.5,0.0,0.0,527.58,1028.9,1381.26,35.89,405.1
2023-08-30 12:20:00,981.47,19.92,294.64,9.86,52.27,23.3,12.18,11.12,7.76,12.41,1161.16,1.8,3.99,225.4,0.0,0.0,541.08,1052.4,1723.48,35.97,405.6
2023-08-30 12:30:00,981.38,19.97,294.7,9.47,50.74,23.38,11.86,11.52,7.55,12.09,1161.0,2.5,5.56,208.2,0.0,0.0,630.3,1185.57,1556.09,36.01,406.5
2023-08-30 12:40:00,981.33,20.32,295.06,9.74,50.56,23.89,12.08,11.81,7.69,12.31,1159.46,1.24,2.48,230.4,0.0,0.0,299.21,594.45,834.76,36.03,405.8
2023-08-30 12:50:00,981.29,20.04,294.78,9.94,52.16,23.48,12.25,11.23,7.8,12.48,1160.44,1.68,3.17,243.3,0.0,0.0,281.04,553.37,572.06,36.06,405.4
2023-08-30 13:00:00,981.17,19.69,294.44,9.98,53.44,22.97,12.28,10.7,7.82,12.51,1161.67,1.82,4.37,228.4,0.0,0.0,364.49,713.73,1074.01,36.05,404.9
2023-08-30 13:10:00,981.17,19.82,294.57,9.83,52.47,23.16,12.15,11.01,7.74,12.39,1161.21,2.57,3.93,237.0,0.0,0.0,505.48,959.95,1629.85,35.99,405.4
2023-08-30 13:20:00,981.15,19.55,294.3,10.02,54.06,22.78,12.31,10.46,7.84,12.55,1162.19,2.79,4.36,239.7,0.0,0.0,182.96,357.58,488.51,35.92,405.2
2023-08-30 13:30:00,981.08,19.21,293.96,10.2,55.88,22.3,12.46,9.84,7.94,12.7,1163.39,1.84,3.29,259.9,0.0,0.0,170.59,335.21,382.33,35.77,405.3
2023-08-30 13:40:00,981.03,19.25,294.01,10.7,57.64,22.35,12.89,9.47,8.21,13.13,1162.98,1.27,2.93,261.3,0.0,0.0,239.63,471.46,520.15,35.52,404.1
2023-08-30 13:50:00,980.95,19.53,294.29,10.92,57.49,22.75,13.08,9.67,8.33,13.33,1161.69,0.6,1.38,307.0,0.0,0.0,231.94,458.44,511.62,35.26,403.5
2023-08-30 14:00:00,980.96,19.71,294.47,11.05,57.31,23.0,13.18,9.82,8.4,13.44,1160.94,0.71,1.83,230.3,0.0,0.0,190.05,381.03,409.59,35.06,403.4
2023-08-30 14:10:00,980.93,19.54,294.31,11.02,57.81,22.76,13.16,9.6,8.39,13.41,1161.59,0.65,1.42,279.2,0.0,0.0,163.21,328.72,359.75,34.93,403.7
2023-08-30 14:20:00,980.86,19.41,294.18,10.79,57.42,22.58,12.96,9.61,8.26,13.22,1162.11,0.92,1.73,235.3,0.0,0.0,143.55,288.84,300.99,34.82,404.4
2023-08-30 14:30:00,980.86,19.11,293.88,10.92,59.0,22.16,13.07,9.09,8.33,13.33,1163.25,3.1,5.25,202.4,0.0,0.0,144.04,285.29,287.05,34.71,405.6
2023-08-30 14:40:00,980.88,18.72,293.49,11.06,61.01,21.63,13.19,8.43,8.41,13.45,1164.77,1.84,3.67,204.4,0.0,0.0,135.98,263.35,282.61,34.55,406.5
2023-08-30 14:50:00,980.82,18.83,293.6,11.3,61.59,21.78,13.41,8.36,8.55,13.67,1164.16,0.66,1.11,235.9,0.0,0.0,157.96,301.24,408.71,34.33,406.4
2023-08-30 15:00:00,980.69,19.3,294.09,11.41,60.24,22.42,13.51,8.92,8.61,13.77,1162.09,0.34,0.72,233.2,0.0,0.0,329.32,617.04,769.41,34.14,406.2
2023-08-30 15:10:00,980.64,20.22,295.01,11.15,55.93,23.74,13.28,10.46,8.47,13.54,1158.49,0.82,2.56,166.4,0.0,0.0,399.55,740.06,964.79,34.05,406.5
2023-08-30 15:20:00,980.57,20.02,294.82,11.25,56.99,23.45,13.36,10.09,8.52,13.63,1159.16,1.87,2.79,175.5,0.0,0.0,310.23,605.88,791.98,34.09,407.1
2023-08-30 15:30:00,980.51,19.95,294.75,11.41,57.86,23.35,13.51,9.84,8.61,13.78,1159.3,1.57,2.22,177.0,0.0,0.0,410.07,710.41,729.13,34.19,406.7
2023-08-30 15:40:00,980.44,20.31,295.12,11.18,55.73,23.87,13.3,10.57,8.48,13.57,1157.89,1.8,3.13,180.7,0.0,0.0,395.33,682.08,711.1,34.3,407.1
2023-08-30 15:50:00,980.39,20.43,295.25,11.22,55.44,24.05,13.33,10.72,8.5,13.6,1157.34,1.98,4.43,201.1,0.0,0.0,285.9,561.61,656.3,34.41,406.6
2023-08-30 16:00:00,980.44,20.33,295.14,10.92,54.71,23.9,13.08,10.83,8.34,13.34,1157.91,2.6,4.08,203.0,0.0,0.0,351.55,614.19,652.0,34.52,406.4
2023-08-30 16:10:00,980.39,20.3,295.12,10.58,53.56,23.86,12.78,11.08,8.15,13.03,1158.11,3.27,4.97,223.9,0.0,0.0,309.75,549.08,566.41,34.6,407.2
2023-08-30 16:20:00,980.31,20.19,295.01,10.49,53.6,23.7,12.7,11.0,8.1,12.96,1158.48,4.1,5.41,208.6,0.0,0.0,285.21,502.45,547.7,34.62,407.6
2023-08-30 16:30:00,980.35,20.09,294.91,10.65,54.52,23.55,12.84,10.71,8.19,13.1,1158.86,3.15,4.49,208.7,0.0,0.0,192.7,393.03,419.24,34.56,407.3
2023-08-30 16:40:00,980.41,19.97,294.78,10.43,54.11,23.38,12.65,10.73,8.06,12.9,1159.49,4.16,5.5,213.1,0.0,0.0,201.04,384.0,416.18,34.43,407.5
2023-08-30 16:50:00,980.39,19.79,294.6,10.14,53.7,23.12,12.41,10.7,7.91,12.66,1160.29,4.37,5.85,208.5,0.0,0.0,158.91,324.53,380.49,34.21,408.2
2023-08-30 17:00:00,980.42,19.57,294.38,10.63,56.24,22.8,12.82,9.98,8.18,13.08,1161.01,3.37,4.91,211.5,0.0,0.0,116.6,245.14,276.63,33.94,407.8
2023-08-30 17:10:00,980.4,19.31,294.12,11.08,58.9,22.44,13.22,9.22,8.43,13.48,1161.84,2.52,3.96,221.4,0.0,0.0,75.21,154.55,215.1,33.63,407.7
2023-08-30 17:20:00,980.51,18.98,293.78,11.36,61.25,21.98,13.46,8.52,8.59,13.73,1163.17,3.5,7.72,230.0,0.0,0.0,47.19,91.39,117.45,33.33,408.3
2023-08-30 17:30:00,980.54,18.05,292.84,11.76,66.67,20.74,13.83,6.91,8.82,14.1,1166.76,4.92,7.59,250.0,0.0,0.0,50.02,98.66,101.39,33.03,410.2
2023-08-30 17:40:00,980.43,17.31,292.11,11.46,68.47,19.79,13.55,6.24,8.64,13.82,1169.73,3.24,5.79,250.9,0.0,0.0,50.28,102.14,104.34,32.67,410.5
2023-08-30 17:50:00,980.23,17.02,291.83,11.92,71.88,19.43,13.97,5.46,8.91,14.25,1170.47,2.05,3.21,229.1,0.0,0.0,32.99,63.76,92.49,32.26,411.2
2023-08-30 18:00:00,980.25,16.93,291.74,12.16,73.48,19.32,14.2,5.12,9.06,14.48,1170.75,3.92,5.28,225.5,0.0,0.0,37.41,68.94,76.84,31.86,412.3
2023-08-30 18:10:00,980.28,16.84,291.65,12.2,74.07,19.21,14.23,4.98,9.08,14.52,1171.13,2.74,3.56,228.3,0.0,0.0,49.36,90.88,110.72,31.49,413.1
2023-08-30 18:20:00,980.36,17.16,291.96,11.93,71.29,19.6,13.98,5.63,8.92,14.26,1170.05,2.38,3.18,227.3,0.0,0.0,56.74,106.28,117.32,31.14,412.8
2023-08-30 18:30:00,980.44,17.45,292.25,11.63,68.62,19.97,13.7,6.27,8.74,13.98,1169.11,2.04,2.9,223.9,0.0,0.0,44.59,89.02,92.96,30.85,413.3
2023-08-30 18:40:00,980.43,17.52,292.32,11.6,68.2,20.06,13.68,6.38,8.72,13.95,1168.82,1.83,2.53,211.2,0.0,0.0,30.18,66.01,80.42,30.62,413.3
2023-08-30 18:50:00,980.44,17.56,292.36,11.38,67.05,20.11,13.48,6.63,8.6,13.75,1168.76,1.8,2.57,212.4,0.0,0.0,18.08,39.2,51.6,30.41,412.5
2023-08-30 19:00:00,980.43,17.54,292.34,11.37,67.06,20.08,13.47,6.61,8.59,13.74,1168.84,1.8,2.33,203.5,0.0,0.0,6.98,17.18,26.41,30.23,412.1
2023-08-30 19:10:00,980.41,17.41,292.21,11.56,68.5,19.92,13.64,6.27,8.7,13.92,1169.26,2.01,2.71,217.7,0.0,0.0,0.68,6.06,9.92,30.04,412.4
2023-08-30 19:20:00,980.43,17.29,292.09,11.63,69.34,19.77,13.71,6.06,8.74,13.98,1169.74,2.27,3.12,225.0,0.0,0.0,0.0,2.0,3.49,29.86,413.0
2023-08-30 19:30:00,980.49,16.86,291.65,11.88,72.45,19.24,13.94,5.3,8.89,14.21,1171.44,3.5,4.65,222.2,0.0,0.0,0.0,0.0,0.0,29.68,415.9
2023-08-30 19:40:00,980.53,16.79,291.58,11.67,71.77,19.15,13.74,5.41,8.76,14.02,1171.86,3.28,4.06,211.6,0.0,0.0,0.0,0.0,0.0,29.48,416.2
2023-08-30 19:50:00,980.59,16.89,291.67,11.46,70.32,19.27,13.55,5.72,8.64,13.82,1171.61,3.2,3.65,216.1,0.0,0.0,0.0,0.0,0.0,29.27,415.2
2023-08-30 20:00:00,980.66,16.91,291.68,11.26,69.32,19.3,13.38,5.92,8.53,13.64,1171.69,3.33,4.25,213.1,0.0,0.0,0.0,0.0,0.0,29.07,414.7
2023-08-30 20:10:00,980.68,16.9,291.67,11.24,69.26,19.28,13.36,5.93,8.52,13.62,1171.77,2.96,3.55,215.2,0.0,0.0,0.0,0.0,0.0,28.88,414.5
2023-08-30 20:20:00,980.72,16.84,291.61,11.14,69.04,19.21,13.26,5.95,8.46,13.52,1172.1,2.78,3.43,210.7,0.0,0.0,0.0,0.0,0.0,28.72,414.4
2023-08-30 20:30:00,980.76,16.76,291.53,11.12,69.31,19.11,13.25,5.87,8.44,13.51,1172.48,2.82,3.38,204.0,0.0,0.0,0.0,0.0,0.0,28.59,414.3
2023-08-30 20:40:00,980.73,16.66,291.43,11.22,70.22,18.99,13.34,5.66,8.5,13.6,1172.81,2.88,3.58,204.2,0.0,0.0,0.0,0.0,0.0,28.48,415.0
2023-08-30 20:50:00,980.69,16.47,291.24,11.45,72.17,18.76,13.54,5.22,8.63,13.81,1173.43,2.95,3.5,204.1,0.0,0.0,0.0,0.0,0.0,28.38,416.3
2023-08-30 21:00:00,980.71,16.43,291.2,11.66,73.37,18.72,13.73,4.98,8.76,14.0,1173.53,2.64,3.68,203.4,0.0,0.0,0.0,0.0,0.0,28.28,415.8
2023-08-30 21:10:00,980.72,16.47,291.24,11.84,74.07,18.76,13.9,4.87,8.86,14.17,1173.31,2.73,3.36,205.1,0.0,0.0,0.0,0.0,0.0,28.18,415.7
2023-08-30 21:20:00,980.68,16.44,291.21,12.0,74.97,18.73,14.04,4.69,8.95,14.32,1173.32,2.67,3.27,207.0,0.0,0.0,0.0,0.0,0.0,28.12,416.4
2023-08-30 21:30:00,980.6,16.49,291.27,12.14,75.42,18.79,14.17,4.62,9.04,14.45,1172.96,2.79,4.12,207.9,0.0,0.0,0.0,0.0,0.0,28.05,415.8
2023-08-30 21:40:00,980.56,16.52,291.3,12.19,75.53,18.82,14.22,4.61,9.07,14.5,1172.77,2.07,2.65,204.5,0.0,0.0,0.0,0.0,0.0,28.0,415.8
2023-08-30 21:50:00,980.58,16.4,291.18,12.21,76.21,18.68,14.24,4.44,9.08,14.52,1173.27,2.0,2.78,203.2,0.0,0.0,0.0,0.0,0.0,27.95,416.8
2023-08-30 22:00:00,981.23,16.22,290.94,11.46,73.39,18.47,13.55,4.91,8.64,13.81,1175.09,3.3,5.75,256.4,0.0,0.0,0.0,0.0,0.0,27.92,416.1
2023-08-30 22:10:00,981.37,15.46,290.17,10.5,72.25,17.59,12.71,4.88,8.1,12.95,1178.74,2.41,6.08,260.0,0.0,0.0,0.0,0.0,0.0,27.89,415.3
2023-08-30 22:20:00,981.43,14.9,289.6,10.28,73.83,16.97,12.53,4.44,7.98,12.76,1181.19,2.42,4.22,257.5,0.0,0.0,0.0,0.0,0.0,27.84,414.7
2023-08-30 22:30:00,981.69,14.65,289.33,10.24,74.81,16.7,12.49,4.21,7.95,12.72,1182.55,2.81,4.81,257.8,0.0,0.0,0.0,0.0,0.0,27.75,415.1
